Model,Scenario,Region,Variable,Unit,2025,2030,2035,2040,2045,2050
Temoa,scenario_2,AB,Capacity|electricity|E_SOL_PV-NEW-2,GW/y,,,0.428180872,0.624000542,1.074886688,2.832239073
Temoa,scenario_2,AB,Capacity|electricity|E_SOL_PV-NEW-3,GW/y,,3.80E-05,10.897117,10.89716967,10.89719036,10.8972011
Temoa,scenario_2,AB,Capacity|electricity|E_WND_ON-EXS,GW/y,4.7115,4.6421,4.3025,3.6253,3.2504,1.828
Temoa,scenario_2,AB,Emissions|ch4,ktonnes,6285.338593,6704.920079,3783.872321,4005.983912,3999.073786,4224.130398
Temoa,scenario_2,AB,Emissions|ch4|F_E_BIO_M,ktonnes,0.001246646,0.002121181,0.0024604,0.003376836,0.004633971,0.005872163
Temoa,scenario_2,AB,Emissions|ch4|F_E_COAL,ktonnes,,,,1.22E-05,1.67E-05,2.25E-05
Temoa,scenario_2,AB,Emissions|ch4|F_E_NG,ktonnes,6285.337346,6704.917958,3783.869861,4005.980523,3999.069135,4224.124503
Temoa,scenario_2,AB,Emissions|co2,ktonnes,26519.18483,28289.48462,15964.95721,16902.08921,16872.92812,17822.48429
Temoa,scenario_2,AB,Emissions|co2e,ktonnes,25168.2478,26848.36518,15151.67234,16041.06507,16013.38949,16914.57345
Temoa,scenario_2,AB,Emissions|co2e|E_COAL_CCS_RFIT_90,ktonnes,-6.73E-05,-0.000151819,-0.000228893,-0.000358331,-0.000508247,-0.000695201
Temoa,scenario_2,AB,Emissions|co2e|E_COAL_CCS_RFIT_95,ktonnes,-7.00E-05,-0.000157851,-0.000238961,-0.00037364,-0.000529525,-0.000724502
Temoa,scenario_2,AB,Emissions|co2e|E_NG_CCS-NEW,ktonnes,-0.00073087,-0.001550167,-0.00084489,-0.001323208,-0.001928925,-0.002664828
Temoa,scenario_2,AB,Emissions|co2e|E_NG_CCS_RFIT_90,ktonnes,-0.000108705,-0.00023806,-0.000405154,-0.000601832,-0.000788421,-0.00102574
Temoa,scenario_2,AB,Emissions|co2e|E_NG_CCS_RFIT_95,ktonnes,-0.000111217,-0.000243665,-0.000416191,-0.000617984,-0.000809587,-0.001054483
Temoa,scenario_2,AB,Emissions|co2e|F_E_BIO_M,ktonnes,0.000469069,0.000798126,0.000925762,0.001270585,0.001743601,0.002209489
Temoa,scenario_2,AB,Emissions|co2e|F_E_COAL,ktonnes,0.000348051,0.000572248,0.000683969,0.001012677,0.001381958,0.001863513
Temoa,scenario_2,AB,Emissions|co2e|F_E_NG,ktonnes,25168.24807,26848.36615,15151.67287,16041.06606,16013.39093,16914.57555
Temoa,scenario_2,AB,Emissions|co2|E_COAL_CCS_RFIT_90,ktonnes,-6.73E-05,-0.000151819,-0.000228893,-0.000358331,-0.000508247,-0.000695201
Temoa,scenario_2,AB,Emissions|co2|E_COAL_CCS_RFIT_95,ktonnes,-7.00E-05,-0.000157851,-0.000238961,-0.00037364,-0.000529525,-0.000724502
Temoa,scenario_2,AB,Emissions|co2|E_NG_CCS-NEW,ktonnes,-0.00073087,-0.001550167,-0.00084489,-0.001323208,-0.001928925,-0.002664828
Temoa,scenario_2,AB,Emissions|co2|E_NG_CCS_RFIT_90,ktonnes,-0.000108705,-0.00023806,-0.000405154,-0.000601832,-0.000788421,-0.00102574
Temoa,scenario_2,AB,Emissions|co2|E_NG_CCS_RFIT_95,ktonnes,-0.000111217,-0.000243665,-0.000416191,-0.000617984,-0.000809587,-0.001054483
Temoa,scenario_2,AB,Emissions|co2|F_E_BIO_M,ktonnes,0.000386832,0.000658198,0.000763457,0.001047826,0.001437912,0.00182212
Temoa,scenario_2,AB,Emissions|co2|F_E_COAL,ktonnes,0.000347169,0.000570797,0.000682236,0.00101011,0.001378455,0.001858789
Temoa,scenario_2,AB,Emissions|co2|F_E_NG,ktonnes,24820.66891,26477.58418,14942.42486,15819.53533,15792.2424,16680.98146
Temoa,scenario_2,AB,Emissions|co2|F_IMP_COAL,ktonnes,6.05E-05,9.95E-05,0.000118967,0.000176141,0.000240372,0.000324132
Temoa,scenario_2,AB,Emissions|co2|F_IMP_NG,ktonnes,1698.516214,1811.901452,1022.532914,1082.554921,1080.687224,1141.504992
Temoa,scenario_2,AB,Emissions|n2o,ktonnes,628.533908,670.4920908,378.3873283,400.5985219,399.9075691,422.413282
Temoa,scenario_2,AB,Emissions|n2o|F_E_BIO_M,ktonnes,0.000173375,0.000294999,0.000342175,0.000469626,0.00064446,0.000816658
Temoa,scenario_2,AB,Emissions|n2o|F_E_COAL,ktonnes,,,,,1.11E-05,1.50E-05
Temoa,scenario_2,AB,Emissions|n2o|F_E_NG,ktonnes,628.5337346,670.4917958,378.3869861,400.5980523,399.9069135,422.4124503
