Model,Scenario,Region,Variable,Unit,2025,2030,2035,2040,2045,2050
Temoa,scenario_1,AB,Activity|electricity|E_WND_ON-NEW-12,PJ,,0.001171039,0.001255881,0.001208312,0.001133543,0.001005874
Temoa,scenario_1,AB,Activity|electricity|E_WND_ON-NEW-13,PJ,,16.67684287,16.26374714,15.93363229,15.41347553,15.04199236
Temoa,scenario_1,AB,Activity|electricity|E_WND_ON-NEW-2,PJ,4.834954192,7.419135188,7.271638594,7.202570275,6.959612597,6.770051265
Temoa,scenario_1,AB,Activity|electricity|E_WND_ON-NEW-3,PJ,0.000220856,4.571417676,4.461884798,4.410228675,4.264701617,4.175390641
Temoa,scenario_1,AB,Activity|electricity|E_WND_ON-NEW-4,PJ,7.233719506,9.642092345,9.446541976,9.343079225,9.050726677,8.833977947
Temoa,scenario_1,AB,Activity|electricity|E_WND_ON-NEW-6,PJ,,0.000393267,0.000426286,0.000414574,0.000398768,0.00031577
Temoa,scenario_1,AB,Activity|electricity|E_WND_ON-NEW-9,PJ,5.23E-05,9.256069058,9.07982027,8.967320018,8.7267922,8.549916329
Temoa,scenario_1,AB,Activity|electricity|F_E_BIO_M,PJ,,,,1.148663525,7.382246035,10.83246014
Temoa,scenario_1,AB,Activity|electricity|F_E_COAL,PJ,183.4509475,136.6298654,143.2640485,124.7533859,75.51120886,35.70869174
Temoa,scenario_1,AB,Activity|electricity|F_E_NG,PJ,99.88277563,94.8885812,94.88851759,94.88860182,57.88125553,46.84089437
Temoa,scenario_1,AB,Activity|electricity|F_E_U_ENR,PJ,9.073004398,9.073031476,9.073072183,71.1221525,217.5883396,363.4019486
Temoa,scenario_1,AB,Activity|fuel|F_IMP_BIO_M,PJ,,,,1.148663525,7.382246035,10.83246014
Temoa,scenario_1,AB,Activity|fuel|F_IMP_COAL,PJ,183.4509475,136.6298654,143.2640485,124.7533859,75.51120886,35.70869174
Temoa,scenario_1,AB,Activity|fuel|F_IMP_NG,PJ,99.88277563,94.8885812,94.88851759,94.88860182,57.88125553,46.84089437
Temoa,scenario_1,AB,Activity|fuel|F_IMP_U_ENR,PJ,9.073004398,9.073031476,9.073072183,71.1221525,217.5883396,363.4019486
Temoa,scenario_1,AB,Capacity|electricity,GW/y,39.99365382,44.43628767,44.38883459,43.72633718,42.98835981,41.10856098
Temoa,scenario_1,AB,Capacity|electricity|E_BAT_2H-EXS,GW/y,0.37,0.37,0.256,,,
Temoa,scenario_1,AB,Capacity|electricity|E_BAT_2H-NEW,GW/y,,,1.64E-05,4.97E-05,0.000124841,0.00028299
Temoa,scenario_1,AB,Capacity|electricity|E_BAT_4H-NEW,GW/y,,,1.32E-05,4.86E-05,1.198664142,2.182369145
Temoa,scenario_1,AB,Capacity|electricity|E_BIO_M-EXS,GW/y,0.444,0.444,0.444,0.401,0.354,0.336
Temoa,scenario_1,AB,Capacity|electricity|E_COAL-EXS,GW/y,4.36,3.952,3.122,2.7,2.299,1.366
Temoa,scenario_1,AB,Capacity|electricity|E_HYD_DLY-EXS,GW/y,0.781,0.781,0.781,0.781,0.781,0.781
Temoa,scenario_1,AB,Capacity|electricity|E_HYD_ROR-EXS,GW/y,0.1464,0.1464,0.1464,0.1464,0.1464,0.1464
Temoa,scenario_1,AB,Capacity|electricity|E_INT_IN-BC,GW/y,0.976,0.976,0.976,0.976,0.976,0.976
Temoa,scenario_1,AB,Capacity|electricity|E_INT_IN-SK,GW/y,0.153,0.153,0.153,0.153,0.153,0.153
Temoa,scenario_1,AB,Capacity|electricity|E_INT_IN-USA,GW/y,0.294,0.294,0.294,0.294,0.294,0.294
Temoa,scenario_1,AB,Capacity|electricity|E_NG_CC-EXS,GW/y,6.1022,6.1022,6.1022,6.1022,5.452,5.452
Temoa,scenario_1,AB,Capacity|electricity|E_NG_CG-EXS,GW/y,5.04905,5.04905,5.04905,5.04905,3.08705,1.99105
Temoa,scenario_1,AB,Capacity|electricity|E_NG_CT-EXS,GW/y,1.798,1.788,1.788,1.788,1.597,1.597
Temoa,scenario_1,AB,Capacity|electricity|E_NUC_PWR-NEW,GW/y,0.093520244,0.093520244,0.093520244,0.093520244,0.093520244,0.093520244
Temoa,scenario_1,AB,Capacity|electricity|E_NUC_SMR-NEW,GW/y,,,,0.731329287,2.457624574,4.37655182
Temoa,scenario_1,AB,Capacity|electricity|E_SOL_PV-EXS,GW/y,1.695,1.695,1.695,1.695,1.658,0.3448
Temoa,scenario_1,AB,Capacity|electricity|E_SOL_PV-NEW-1,GW/y,4.14E-05,5.85E-05,0.000124784,0.000124784,0.000124784,0.000124784
Temoa,scenario_1,AB,Capacity|electricity|E_SOL_PV-NEW-2,GW/y,0.000146687,0.000171337,1.23084867,1.230858749,1.230858749,1.230858749
Temoa,scenario_1,AB,Capacity|electricity|E_SOL_PV-NEW-3,GW/y,10.89705949,10.89709036,10.89718684,10.89718684,10.89718684,10.89718684
Temoa,scenario_1,AB,Capacity|electricity|E_SOL_PV-NEW-4,GW/y,1.18E-05,1.18E-05,2.83E-05,2.83E-05,2.83E-05,2.83E-05
Temoa,scenario_1,AB,Capacity|electricity|E_SOL_PV-NEW-5,GW/y,1.72E-05,2.85E-05,5.45E-05,5.45E-05,5.45E-05,6.52E-05
Temoa,scenario_1,AB,Capacity|electricity|E_WND_ON-EXS,GW/y,4.7115,4.6421,4.3025,3.6253,3.2504,1.828
Temoa,scenario_1,AB,Capacity|electricity|E_WND_ON-NEW-1,GW/y,0.619350119,0.6203482,0.621349554,0.622350042,0.622447563,0.622447563
Temoa,scenario_1,AB,Capacity|electricity|E_WND_ON-NEW-10,GW/y,,2.75E-05,4.58E-05,5.59E-05,5.59E-05,5.59E-05
Temoa,scenario_1,AB,Capacity|electricity|E_WND_ON-NEW-11,GW/y,1.13E-05,3.96E-05,5.80E-05,6.86E-05,6.86E-05,6.86E-05
Temoa,scenario_1,AB,Capacity|electricity|E_WND_ON-NEW-12,GW/y,1.47E-05,0.000221974,0.000274228,0.000293341,0.000293341,0.000293341
Temoa,scenario_1,AB,Capacity|electricity|E_WND_ON-NEW-13,GW/y,2.51E-05,2.375378614,2.375489145,2.375522928,2.375535563,2.375535563
Temoa,scenario_1,AB,Capacity|electricity|E_WND_ON-NEW-2,GW/y,0.610236726,0.97109314,0.972093716,0.973093453,0.973106456,0.973106456
Temoa,scenario_1,AB,Capacity|electricity|E_WND_ON-NEW-3,GW/y,5.85E-05,0.602279532,0.603280202,0.604279469,0.604279469,0.604279469
Temoa,scenario_1,AB,Capacity|electricity|E_WND_ON-NEW-4,GW/y,0.892963567,1.233028566,1.234029626,1.235029475,1.235043023,1.235043023
Temoa,scenario_1,AB,Capacity|electricity|E_WND_ON-NEW-6,GW/y,1.41E-05,9.74E-05,0.0001312,0.000144865,0.000144865,0.000144865
Temoa,scenario_1,AB,Capacity|electricity|E_WND_ON-NEW-9,GW/y,3.28E-05,1.250142474,1.251140166,1.251348136,1.251348136,1.251348136
Temoa,scenario_1,AB,Emissions|ch4,ktonnes,1503.194831,1388.846384,1395.784301,1723.290527,3068.415852,3923.911856
Temoa,scenario_1,AB,Emissions|ch4|F_E_BIO_M,ktonnes,0.089417666,0.089097221,0.121664672,346.8963845,2229.438303,3271.402962
Temoa,scenario_1,AB,Emissions|ch4|F_E_COAL,ktonnes,190.9724364,142.2316899,149.1378745,129.8682747,78.60716842,37.17274811
Temoa,scenario_1,AB,Emissions|ch4|F_E_NG,ktonnes,1312.132977,1246.525597,1246.524762,1246.525868,760.3703808,615.3361458
Temoa,scenario_1,AB,Emissions|co2,ktonnes,24068.40859,19061.72768,19731.91727,17969.57335,11528.07962,7218.612977
Temoa,scenario_1,AB,Emissions|co2e,ktonnes,21074.73159,16774.23263,17346.3621,15880.50692,10395.55813,6774.336062
Temoa,scenario_1,AB,Emissions|co2e|E_COAL_CCS_RFIT_90,ktonnes,-0.000826524,-0.001715483,-0.002722664,-0.003745858,-0.004632392,-0.004940034
Temoa,scenario_1,AB,Emissions|co2e|E_COAL_CCS_RFIT_95,ktonnes,-0.000847699,-0.001763249,-0.002804066,-0.003861741,-0.004786179,-0.005123657
Temoa,scenario_1,AB,Emissions|co2e|E_NG_CCS-NEW,ktonnes,-0.000910443,-0.001377903,-0.001181046,-0.002092147,-0.002768761,-0.005317716
Temoa,scenario_1,AB,Emissions|co2e|E_NG_CCS_RFIT_90,ktonnes,-0.000739739,-0.001346678,-0.001495363,-0.002465105,-0.003127325,-0.004221355
Temoa,scenario_1,AB,Emissions|co2e|E_NG_CCS_RFIT_95,ktonnes,-0.000752463,-0.001378659,-0.001544569,-0.0025413,-0.003229849,-0.004357361
Temoa,scenario_1,AB,Emissions|co2e|F_E_BIO_M,ktonnes,0.033644729,0.033524157,0.045778146,130.5249336,838.8593815,1230.914111
Temoa,scenario_1,AB,Emissions|co2e|F_E_COAL,ktonnes,15820.55472,11782.76968,12354.89241,10758.55859,6511.981691,3079.467941
Temoa,scenario_1,AB,Emissions|co2e|F_E_NG,ktonnes,5254.147303,4991.437011,4991.433665,4991.438096,3044.735599,2463.977971
Temoa,scenario_1,AB,Emissions|co2|E_COAL_CCS_RFIT_90,ktonnes,-0.000826524,-0.001715483,-0.002722664,-0.003745858,-0.004632392,-0.004940034
Temoa,scenario_1,AB,Emissions|co2|E_COAL_CCS_RFIT_95,ktonnes,-0.000847699,-0.001763249,-0.002804066,-0.003861741,-0.004786179,-0.005123657
Temoa,scenario_1,AB,Emissions|co2|E_NG_CCS-NEW,ktonnes,-0.000910443,-0.001377903,-0.001181046,-0.002092147,-0.002768761,-0.005317716
Temoa,scenario_1,AB,Emissions|co2|E_NG_CCS_RFIT_90,ktonnes,-0.000739739,-0.001346678,-0.001495363,-0.002465105,-0.003127325,-0.004221355
Temoa,scenario_1,AB,Emissions|co2|E_NG_CCS_RFIT_95,ktonnes,-0.000752463,-0.001378659,-0.001544569,-0.0025413,-0.003229849,-0.004357361
Temoa,scenario_1,AB,Emissions|co2|F_E_BIO_M,ktonnes,0.027746124,0.027646691,0.037752306,107.6412589,691.7902759,1015.10984
Temoa,scenario_1,AB,Emissions|co2|F_E_COAL,ktonnes,15780.45051,11752.90103,12323.57345,10731.28626,6495.474186,3071.661664
Temoa,scenario_1,AB,Emissions|co2|F_E_NG,ktonnes,5181.586349,4922.504145,4922.500845,4922.505215,3002.687116,2429.949882
Temoa,scenario_1,AB,Emissions|co2|F_IMP_COAL,ktonnes,2751.764213,2049.447982,2148.960728,1871.300789,1132.668133,535.6303762
Temoa,scenario_1,AB,Emissions|co2|F_IMP_NG,ktonnes,354.5838535,336.8544633,336.8542375,336.8545365,205.4784571,166.285175
Temoa,scenario_1,AB,Emissions|n2o,ktonnes,258.5406909,219.4860774,224.0946461,259.4753047,438.4961505,541.2787725
Temoa,scenario_1,AB,Emissions|n2o|F_E_BIO_M,ktonnes,0.012435569,0.012391004,0.016920252,48.24386804,310.0543335,454.9633259
Temoa,scenario_1,AB,Emissions|n2o|F_E_COAL,ktonnes,127.3149576,94.82112662,99.42524968,86.57884983,52.40477895,24.78183207
Temoa,scenario_1,AB,Emissions|n2o|F_E_NG,ktonnes,131.2132977,124.6525597,124.6524762,124.6525868,76.03703808,61.53361458
